@relation reviews

@attribute 'of' real
@attribute 'to' real
@attribute 'is' real
@attribute 'in' real
@attribute 'with' real
@attribute 'was' real
@attribute 'film' real
@attribute 'movie' real
@attribute 'on' real
@attribute 'are' real
@attribute 'not' real
@attribute 'one' real
@attribute 'be' real
@attribute 'have' real
@attribute 'by' real
@attribute 'at' real
@attribute 'all' real
@attribute 'who' real
@attribute 'from' real
@attribute 'has' real
@attribute '' real
@attribute 'like' real
@attribute 'about' real
@attribute 'very' real
@attribute 'out' real
@attribute 'more' real
@attribute 'what' real
@attribute 'some' real
@attribute 'good' real
@attribute 'just' real
@attribute 'there' real
@attribute 'great' real
@attribute 'see' real
@attribute 'story' real
@attribute 'time' real
@attribute 'which' real
@attribute 'up' real
@attribute 'well' real
@attribute 'can' real
@attribute 'really' real
@attribute 'also' real
@attribute 'would' real
@attribute 'will' real
@attribute 'had' real
@attribute 'were' real
@attribute 'only' real
@attribute 'most' real
@attribute 'other' real
@attribute 'even' real
@attribute 'no' real
@attribute 'much' real
@attribute 'than' real
@attribute 'first' real
@attribute 'love' real
@attribute 'into' real
@attribute 'films' real
@attribute 'best' real
@attribute 'people' real
@attribute 'how' real
@attribute 'been' real
@attribute 'get' real
@attribute 'many' real
@attribute 'do' real
@attribute 'way' real
@attribute 'characters' real
@attribute 'life' real
@attribute 'think' real
@attribute 'movies' real
@attribute 'made' real
@attribute 'dont' real
@attribute 'too' real
@attribute 'two' real
@attribute 'then' real
@attribute 'seen' real
@attribute 'watch' real
@attribute 'being' real
@attribute 'character' real
@attribute 'show' real
@attribute 'make' real
@attribute 'never' real
@attribute 'little' real
@attribute 'still' real
@attribute 'could' real
@attribute 'any' real
@attribute 'man' real
@attribute 'know' real
@attribute 'does' real
@attribute 'did' real
@attribute 'ever' real
@attribute 'years' real
@attribute 'end' real
@attribute 'scene' real
@attribute 'over' real
@attribute 'real' real
@attribute 'say' real
@attribute 'such' real
@attribute 'scenes' real
@attribute 'back' real
@attribute 'makes' real
@attribute 'here' real
@attribute opinion {pos, neg}

@data
4,1,4,2,0,0,4,1,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pos
3,2,1,9,2,7,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,pos
0,2,3,2,1,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
4,3,6,3,2,0,0,5,0,1,0,0,0,4,0,3,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,pos
8,4,4,3,0,4,0,3,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,pos
4,2,0,2,0,1,0,3,6,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,pos
1,1,1,5,2,0,3,0,2,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pos
23,22,3,9,5,11,3,7,5,0,3,4,3,4,4,10,5,4,11,2,1,1,6,0,8,1,2,4,1,1,1,0,1,1,4,1,9,1,3,0,1,8,0,5,7,0,1,3,0,0,2,0,0,0,1,1,2,0,4,2,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,1,1,1,1,1,1,0,1,0,2,0,0,2,1,0,2,pos
8,10,1,8,2,8,0,5,1,0,3,2,1,4,1,9,4,0,1,0,1,1,0,0,1,0,2,1,1,2,1,2,1,0,1,0,0,2,0,2,1,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,pos
4,4,2,6,0,1,0,3,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,pos
5,4,0,4,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
13,3,2,5,0,0,3,3,1,3,2,1,1,0,0,2,4,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,pos
0,1,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
10,7,3,0,1,9,2,2,2,0,0,1,0,3,0,1,0,0,0,0,0,0,2,1,1,0,1,2,1,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,pos
2,2,3,0,0,1,0,0,2,0,0,1,1,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pos
2,2,5,1,0,0,0,0,4,1,2,1,0,3,0,0,1,0,0,1,3,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pos
4,2,2,1,2,1,0,0,0,1,0,1,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pos
10,8,4,6,9,0,0,0,4,6,1,4,0,1,3,1,1,2,2,0,1,1,1,0,3,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,pos
6,2,0,2,1,0,0,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pos
3,3,0,2,1,2,0,0,3,0,0,0,0,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,pos
3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
2,4,2,2,0,0,0,5,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,pos
11,4,6,3,1,1,2,4,1,2,0,4,0,2,3,1,4,1,2,0,0,1,1,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,2,1,0,2,0,0,0,1,2,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,pos
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
20,5,4,13,5,7,5,1,7,4,4,0,1,3,4,0,2,2,0,0,0,1,2,1,2,0,3,0,0,1,0,0,1,5,0,1,0,0,0,0,1,0,3,2,0,0,1,1,0,0,1,0,2,2,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,pos
14,3,3,9,2,1,6,0,4,1,1,1,3,4,2,1,0,4,2,1,0,1,1,1,2,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,3,2,0,1,1,0,0,1,0,0,0,3,0,0,0,0,pos
3,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,pos
9,4,15,0,2,0,2,1,0,3,2,2,0,2,0,0,5,0,1,0,0,0,0,4,0,1,2,1,2,0,3,1,0,1,3,0,0,0,0,2,0,1,0,0,1,2,1,0,2,0,3,1,1,2,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,4,pos
5,3,2,2,2,2,1,1,1,0,0,0,0,0,2,1,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,pos
2,4,3,6,1,2,1,0,1,0,0,2,4,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
7,6,4,5,0,0,2,0,3,0,0,1,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,pos
31,17,24,20,6,0,6,4,5,9,3,5,1,2,6,4,1,6,0,4,3,2,0,3,2,4,2,3,1,0,1,0,0,3,1,0,0,0,2,0,0,1,0,0,1,1,0,3,0,1,3,3,0,6,0,0,1,2,2,0,0,1,2,0,1,0,0,0,0,0,2,2,2,0,0,1,3,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,pos
28,8,13,16,2,1,12,2,2,3,5,1,4,1,1,1,3,3,0,1,0,0,6,1,2,2,3,1,1,1,1,0,1,0,0,4,1,1,1,1,1,0,1,1,2,0,1,1,3,1,0,2,2,16,1,0,0,2,2,3,2,2,0,1,1,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,4,1,1,0,0,0,0,pos
5,4,3,5,2,1,4,0,0,2,2,1,0,1,2,2,0,4,3,2,0,1,2,0,1,0,2,0,0,1,1,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,3,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,pos
2,1,6,2,1,0,1,2,0,0,4,1,0,1,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pos
5,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pos
20,9,11,12,8,10,4,0,2,3,3,4,4,0,9,3,4,3,2,4,0,2,2,2,2,3,2,1,0,2,4,1,0,4,2,0,1,3,1,1,1,1,0,0,3,0,2,1,1,0,1,2,0,9,0,2,1,0,5,1,0,0,1,0,3,2,0,1,1,0,1,11,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,1,0,0,pos
6,4,4,5,3,4,5,2,0,1,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,1,1,1,0,0,2,0,0,0,1,0,2,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,pos
6,6,2,4,2,5,2,0,1,0,3,2,0,2,0,0,2,0,2,0,1,1,2,2,0,0,2,1,0,1,0,0,1,4,2,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,pos
28,24,17,14,9,2,6,0,2,3,2,0,3,5,3,4,2,7,7,3,0,0,2,4,0,4,1,2,2,1,0,0,1,0,2,2,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,2,0,6,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,3,0,1,0,1,pos
6,6,4,5,3,1,0,0,0,4,0,1,0,0,0,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,pos
4,3,6,5,1,0,4,0,2,0,1,0,1,1,6,1,0,0,0,1,3,2,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,pos
5,5,9,9,0,2,3,0,2,2,0,1,1,1,0,0,0,2,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
5,4,8,2,1,1,4,0,0,1,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
6,2,6,1,0,0,4,0,1,2,0,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pos
6,2,7,1,0,0,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pos
7,8,5,6,1,0,0,4,1,3,4,2,3,1,0,0,0,1,0,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,pos
2,6,8,2,0,0,2,1,1,0,0,2,0,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
22,13,21,17,8,0,1,0,6,3,0,1,0,0,1,1,1,4,2,7,0,1,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,5,3,1,0,0,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,pos
37,28,22,16,13,1,9,0,1,4,7,4,6,0,9,2,1,4,3,2,3,1,0,1,0,1,1,0,1,1,0,1,1,4,0,7,2,3,1,0,1,1,5,1,0,3,1,0,5,0,0,0,0,7,0,0,4,1,0,2,0,1,0,1,0,4,0,0,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,1,4,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,pos
2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,pos
1,2,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,pos
1,2,4,4,0,0,0,0,2,4,1,1,0,4,0,0,1,0,0,2,0,0,2,0,1,1,2,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1,0,3,0,0,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,pos
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,5,5,1,1,1,0,2,0,1,1,1,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,pos
5,8,3,1,3,0,4,0,3,5,6,4,1,0,1,3,1,1,0,4,2,1,2,2,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,3,0,0,2,2,0,1,1,1,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,pos
15,7,9,7,4,1,1,0,0,3,2,2,1,3,4,1,0,2,1,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,2,1,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,pos
5,7,1,5,1,4,0,4,2,1,1,0,2,1,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,2,2,0,0,0,3,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,pos
3,13,9,6,1,2,1,2,0,0,0,2,0,0,0,2,0,0,1,1,0,2,1,2,0,1,3,2,3,0,0,1,2,0,0,0,2,0,0,0,1,1,2,0,1,1,0,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,3,1,0,1,1,0,0,0,1,pos
3,0,0,1,1,2,3,0,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,pos
12,28,0,10,5,4,0,1,5,2,6,2,2,5,4,5,1,2,3,2,0,0,2,0,3,0,10,0,0,2,2,0,2,0,1,0,2,4,6,1,1,2,0,1,0,0,1,0,3,0,0,0,2,0,0,0,0,1,3,1,1,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,1,4,1,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,3,0,0,pos
3,3,5,3,1,0,0,2,0,1,0,2,1,1,1,0,0,0,4,2,0,0,1,0,0,0,3,0,0,1,2,1,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,pos
1,2,2,1,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pos
