@relation reviews

@attribute 'like' real-
@attribute 'who' real-
@attribute 'about' real-
@attribute 'there' real-
@attribute 'no' real-
@attribute 'even' real-
@attribute 'has' real-
@attribute 'bad' real ****
@attribute 'good' real-
@attribute 'would' real-
@attribute 'only' real-
@attribute 'more' real -
@attribute 'up' real-
@attribute 'were' real-
@attribute 'really' real-
@attribute 'had' real-
@attribute 'very' real-
@attribute 'time' real-
@attribute 'which' real-
@attribute 'can' real-
@attribute 'see' real-
@attribute 'do' real **
@attribute 'dont' real
@attribute 'get' real
@attribute 'been' real
@attribute 'much' real
@attribute 'than' real
@attribute 'story' real
@attribute 'how' real
@attribute 'people' real
@attribute 'into' real
@attribute 'could' real
@attribute 'then' real
@attribute 'any' real
@attribute 'make' real
@attribute 'other' real
@attribute 'movies' real
@attribute 'made' real
@attribute 'first' real
@attribute 'too' real
@attribute 'acting' real
@attribute 'most' real
@attribute 'plot' real
@attribute 'well' real
@attribute 'will' real
@attribute 'characters' real
@attribute 'way' real
@attribute 'watch' real
@attribute 'also' real
@attribute 'think' real
@attribute 'did' real
@attribute 'why' real
@attribute 'films' real
@attribute 'never' real
@attribute 'know' real
@attribute 'being' real
@attribute 'seen' real
@attribute 'off' real
@attribute 'better' real
@attribute 'character' real
@attribute 'ever' real
@attribute 'two' real
@attribute 'show' real
@attribute 'many' real
@attribute 'say' real
@attribute 'scene' real
@attribute 'little' real
@attribute 'thing' real
@attribute 'didnt' real
@attribute 'does' real
@attribute 'im' real
@attribute 'scenes' real
@attribute 'should' real
@attribute 'over' real
@attribute 'watching' real
@attribute 'end' real
@attribute 'actually' real
@attribute 'here' real
@attribute 'doesnt' real
@attribute 'actors' real
@attribute 'great' real
@attribute 'go' real
@attribute 'such' real
@attribute 'through' real
@attribute 'worst' real
@attribute 'going' real
@attribute 'cant' real
@attribute 'look' real
@attribute 'another' real
@attribute 'man' real
@attribute 'now' real
@attribute 'thats' real
@attribute 'funny' real
@attribute 'back' real
@attribute 'life' real
@attribute 'still' real
@attribute 'pretty' real
@attribute 'minutes' real
@attribute 'love' real
@attribute 'few' real
@attribute opinion {pos, neg}

@data
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,pos
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,pos
0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,pos
1,0,2,2,0,0,0,3,0,2,0,1,0,0,2,4,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,1,2,0,0,pos
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pos
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,pos
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,pos
0,0,0,1,1,0,0,1,1,1,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,pos
2,0,2,2,2,0,1,0,1,1,1,0,1,1,0,1,1,2,3,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,2,1,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,pos
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
2,4,0,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,2,0,3,0,1,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,1,2,0,2,0,0,1,2,0,0,1,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,0,0,0,pos
0,0,2,0,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,pos
0,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,pos
2,2,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,pos
1,0,1,0,1,0,2,1,1,0,1,1,1,0,0,1,3,0,0,0,0,1,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,pos
0,3,1,2,0,0,5,0,2,0,0,1,0,0,1,0,5,0,1,0,0,1,2,2,0,0,1,0,1,0,2,0,0,0,0,1,0,0,2,0,0,2,0,2,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,pos
1,5,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,pos
0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pos
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,pos
3,2,1,0,0,1,3,1,1,1,0,1,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,pos
3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,pos
0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,pos
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,pos
3,3,0,2,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,2,0,2,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,2,0,1,0,0,pos
3,0,0,0,0,0,0,0,1,3,1,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,pos
0,0,1,0,0,3,0,1,0,1,2,2,0,1,1,0,0,2,0,0,3,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,pos
1,0,0,1,2,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,pos
0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pos
2,0,3,2,3,6,2,2,2,2,1,1,0,0,1,5,2,4,1,1,4,3,0,4,2,0,4,2,3,0,1,5,6,4,1,1,0,4,2,0,4,1,1,2,0,0,1,1,3,1,3,0,0,1,2,1,0,0,1,0,2,1,0,1,0,6,2,0,1,0,1,0,0,1,0,3,3,1,1,1,1,0,3,0,2,0,0,1,0,0,0,1,1,1,0,2,0,2,0,1,pos
0,0,0,1,2,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,1,0,4,2,0,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,pos
0,0,0,1,0,2,0,2,2,2,0,0,0,1,0,0,2,0,1,0,1,4,1,2,0,0,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pos
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
5,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
1,2,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,3,2,2,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,2,0,1,1,0,0,0,1,1,0,0,0,2,0,0,pos
0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pos
1,0,1,1,1,2,0,0,0,0,1,1,2,0,1,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,pos
1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,pos
0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,pos
1,0,2,1,1,1,0,2,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,pos
1,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pos
2,0,5,3,5,1,3,0,0,0,1,2,0,2,2,0,1,1,5,0,0,0,0,0,0,0,0,1,0,4,3,0,4,0,0,1,0,0,2,0,1,2,1,0,1,2,0,1,0,0,0,2,0,1,1,1,1,2,0,0,1,3,0,0,1,0,1,7,0,1,2,0,0,0,1,0,2,1,0,0,0,0,0,2,0,2,0,2,0,0,0,5,0,1,0,2,0,3,0,1,pos
1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pos
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
2,4,1,2,1,0,4,1,1,1,0,1,2,2,1,2,0,2,1,1,1,2,0,0,0,1,0,4,1,1,0,1,3,1,6,0,2,0,1,2,2,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,7,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,pos
0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,pos
1,3,2,2,3,0,2,1,3,1,2,2,1,0,1,0,0,0,1,0,0,3,3,2,0,2,2,0,1,1,0,1,3,1,4,2,2,2,1,0,0,0,0,3,1,2,2,0,0,1,2,0,0,1,2,0,2,1,0,4,1,0,0,0,1,0,0,2,1,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,pos
2,0,1,3,3,0,0,0,0,0,0,3,0,0,2,2,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,pos
2,6,6,6,3,1,0,1,1,1,1,0,0,6,0,1,0,0,0,3,2,0,1,1,1,1,2,1,2,1,0,1,5,2,2,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,pos
0,2,0,0,0,0,2,0,1,2,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,pos
0,0,2,1,5,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,pos
0,0,1,1,1,2,0,2,2,1,1,2,1,1,4,0,2,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,2,2,0,pos
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
3,1,1,2,2,0,1,0,1,0,0,3,2,4,0,0,0,0,2,1,1,1,0,1,1,2,0,0,2,1,1,0,0,0,1,0,0,1,0,2,0,0,0,2,1,0,1,3,1,3,0,0,1,1,4,0,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,0,4,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,pos
1,0,1,1,3,1,1,1,0,1,0,2,0,0,0,0,4,0,2,1,2,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,pos
3,1,2,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pos
0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
